id,gender,mastercategory,subcategory,articletype,basecolour,season,year,usage,productdisplayname
21667,men,accessories,watches,watches,Brown,winter,2016.0,casual,Fossil Men Black Dial Chronograph Watch CH2586
52395,women,apparel,loungewear and nightwear,nightdress,Grey,winter,2015.0,casual,Red Rose Women Grey Nightdress
45322,women,footwear,shoes,heels,Beige,summer,2016.0,casual,Cobblerz Women Beige & Blue Wedges
4005,men,footwear,flip flops,flip flops,Yellow,summer,2011.0,casual,Spalding Men's Yellow And Green With Graphic Flip Flop
14580,men,apparel,topwear,shirts,Grey,summer,2011.0,casual,United Colors of Benetton Men Solid DK.Grey Shirts
23130,boys,apparel,topwear,tshirts,Green,fall,2011.0,casual,Chhota Bheem Kids Boys Lost Alien Green T-shirt
17305,men,accessories,socks,socks,Grey,fall,2011.0,sports,Puma Men Sports Grey Socks
47475,women,footwear,shoes,flats,Black,summer,2012.0,casual,Tiptopp Women Black Flats
6752,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,Nike Men's Air Zoom Yorker White Shoe
34187,boys,apparel,topwear,tshirts,Pink,summer,2012.0,casual,Gini and Jony Boys Printed Pink T-shirt
7680,women,accessories,socks,socks,Blue,summer,2016.0,casual,Wrangler Women's Blue Ankle Length Socks
35055,men,footwear,shoes,formal shoes,Black,summer,2012.0,formal,Windsor Men Black Formal Shoes
51510,men,accessories,watches,watches,White,winter,2016.0,casual,Fastrack Men White Dial Watch
30527,women,apparel,innerwear,bra,Blue,spring,2013.0,casual,Lovable Cotton Essensuals Blue Bra
27590,men,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Scullers Men White & Blue T-shirt
54062,men,personal care,fragrance,deodorant,Purple,spring,2017.0,casual,Fogg Men Royal Deo
12677,men,apparel,bottomwear,trousers,Grey,fall,2011.0,casual,Probase Men Check Grey Trousers
26442,women,accessories,bags,clutches,Brown,winter,2015.0,casual,Spice Art Women Leatherette Brown Clutch
3220,men,footwear,shoes,sports shoes,Black,fall,2010.0,sports,Puma Men Black Running Shoes
42107,men,apparel,topwear,tshirts,Navy Blue,summer,2012.0,casual,ADIDAS Men Navy Blue T-Shirt
57283,men,apparel,topwear,shirts,Burgundy,summer,2012.0,casual,French Connection Men Burgundy Shirt
40234,men,accessories,ties,ties,Black,summer,2012.0,formal,Provogue Men Black Tie
32614,men,accessories,belts,belts,Brown,spring,2013.0,formal,Levitate Men Brown Leather Belt
56351,men,personal care,fragrance,perfume and body mist,Black,spring,2017.0,casual,Nike Fragrances Men Out of Control Perfume 150 ml
11496,women,footwear,shoes,heels,Grey,winter,2015.0,casual,Catwalk Women Gun Metal Grey Flats
44694,women,apparel,dress,dresses,White,summer,2012.0,casual,Wills Lifestyle Women Multi Coloured Dress
53623,men,free items,free gifts,free gifts,Black,winter,2016.0,casual,Q&Q Men Black Watch
15036,women,apparel,topwear,sweaters,Blue,fall,2011.0,casual,ADIDAS Women Stripes Blue Sweaters
4461,men,apparel,topwear,jackets,Black,summer,2011.0,sports,Nike Men Manu Show Time Black Jacket
51174,men,accessories,socks,socks,Brown,summer,2016.0,casual,Raymond Men Brown Socks
22486,unisex,footwear,shoes,sports shoes,White,summer,2011.0,sports,ADIDAS Kids-Unisex Tip Off 2 K White Sports Shoes
48865,women,accessories,jewellery,pendant,Silver,summer,2012.0,casual,Lucera Women Silver Pendant with Chain
23554,men,personal care,fragrance,perfume and body mist,Silver,spring,2017.0,casual,Police Men Wings Silver Perfume
17761,men,footwear,shoes,formal shoes,Brown,winter,2011.0,formal,Buckaroo Men Ortiz Brown Semi Formal Shoe
47011,women,apparel,topwear,kurtas,Rust,fall,2012.0,ethnic,Shree Women Rust Printed Kurta
12213,men,apparel,bottomwear,trousers,Grey,fall,2011.0,casual,Basics Men Grey New Improved Fit Trousers
26026,women,personal care,fragrance,perfume and body mist,Pink,spring,2017.0,casual,Slazenger Women Vitalize Perfume
51948,unisex,accessories,bags,laptop bag,Black,summer,2012.0,casual,Yelloe Unisex Black Laptop Bag
31091,boys,apparel,topwear,shirts,White,summer,2012.0,casual,Gini and Jony Boys White Shirt
3644,men,footwear,shoes,casual shoes,Navy Blue,summer,2011.0,casual,Fila Men's Maverick HI Navy Green Canvas Shoe
29852,men,apparel,bottomwear,trousers,Brown,summer,2012.0,formal,Basics Men Dark Brown Trousers
42563,women,apparel,topwear,kurtis,Brown,summer,2012.0,ethnic,Mother Earth Women Brown Kurti
28980,women,apparel,apparel set,kurta sets,Yellow,summer,2012.0,ethnic,Biba Women Yellow & Green Printed Churidar Kurta with Dupatta
30143,women,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Flying Machine Women Printed Blue T-shirt
18729,women,apparel,topwear,sweaters,Magenta,fall,2011.0,casual,Arrow Woman Keisha Magenta Sweater
54406,women,accessories,bags,handbags,Olive,summer,2012.0,casual,Baggit Women Olive Handbag
51346,men,accessories,socks,socks,Charcoal,summer,2016.0,casual,Raymond Men Charcoal Socks
47223,men,footwear,sandal,sandals,Black,summer,2012.0,casual,Franco Leone Men Black Slippers
6104,women,apparel,topwear,tshirts,Navy Blue,summer,2011.0,casual,UCB Women's Basic Round Neck Navy Blue T-shirt
23766,men,accessories,eyewear,sunglasses,Black,winter,2016.0,casual,Oakley Men Black Fast Jacket Sunglasses
50294,men,accessories,ties,ties,Black,summer,2012.0,formal,Parx Men Black Tie
17553,men,apparel,topwear,shirts,Grey,fall,2011.0,formal,Mark Taylor Men Grey & White Striped Shirt
9970,men,apparel,topwear,sweatshirts,Black,fall,2011.0,sports,Nike Men As Squad Ft C Black Sweatshirts
3476,men,apparel,topwear,tshirts,Blue,fall,2010.0,sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt
26214,men,personal care,fragrance,perfume and body mist,Grey,spring,2017.0,casual,Perry Ellis Men 360 Degree Perfume
6938,men,apparel,topwear,tshirts,Red,summer,2011.0,casual,s.Oliver Men's Denim Dstrct Red T-shirt
54634,men,accessories,watches,watches,Black,winter,2016.0,casual,Fastrack Men Grey Dial Watch
43683,girls,apparel,topwear,tops,Blue,summer,2012.0,casual,Doodle Girls Printed Blue Top
40006,men,accessories,eyewear,sunglasses,Steel,winter,2016.0,casual,Park Avenue Men Steel Frame Sunglasses
10776,men,apparel,topwear,tshirts,Red,summer,2011.0,sports,Nike Men Athletic Red Tshirts
37968,women,footwear,shoes,heels,Turquoise Blue,fall,2012.0,casual,Clarks Women Santa Rock Turquoise Blue Flats
24543,women,apparel,topwear,tops,Beige,fall,2011.0,ethnic,Mother Earth Women Beige Printed Top
25491,men,footwear,sandal,sandals,Grey,summer,2012.0,casual,Nike Men Air Embark Grey Sandals
59917,women,apparel,topwear,kurtas,Pink,summer,2012.0,ethnic,Diva Women Pink Kurta
32426,men,apparel,bottomwear,shorts,White,summer,2012.0,sports,ADIDAS Men White Shorts
53411,women,apparel,topwear,kurtas,Green,fall,2012.0,ethnic,Alma Women Green Kurta
5781,men,footwear,flip flops,flip flops,Grey,summer,2011.0,casual,Reebok Men's Coral Hex Grey Flip Flop
37154,men,apparel,topwear,tshirts,Beige,summer,2016.0,casual,Campbell Men Pack of 3 T-shirts
45574,men,footwear,shoes,formal shoes,Black,summer,2013.0,formal,Arrow Men Black Formal Shoes
4653,men,footwear,sandal,sandals,Black,summer,2011.0,casual,ADIDAS Men Cherokee Black Grey Sandal
36086,unisex,accessories,headwear,caps,Beige,summer,2012.0,casual,OTLS Unisex Beige Polo Cap
57277,men,apparel,topwear,shirts,Red,summer,2012.0,casual,French Connection Men Red Check Shirt
24785,women,accessories,belts,belts,White,winter,2015.0,casual,Lino Perros Women Ladies Belts White White Belts
33732,women,accessories,belts,belts,Black,summer,2012.0,casual,Pieces Women Black Belt
41312,girls,apparel,bottomwear,capris,Pink,summer,2012.0,casual,Gini and Jony Girls Fixed Weast Pink Capris
39208,women,footwear,shoes,heels,Beige,winter,2015.0,casual,Catwalk Women Beige Heels
25657,women,accessories,watches,watches,Purple,winter,2016.0,casual,Fastrack Women Purple Watch
11462,men,apparel,topwear,tshirts,White,fall,2011.0,casual,United Colors of Benetton Men White Polo T-shirt
5547,men,apparel,topwear,tshirts,Green,summer,2011.0,casual,Nike Men's Football/Soccer Green T-shirt
44660,men,footwear,shoes,casual shoes,Black,summer,2012.0,casual,Vans Men Black Shoes
14110,men,apparel,topwear,sweatshirts,Navy Blue,fall,2011.0,casual,Flying Machine Men Printed Navy Blue Sweatshirts
20325,women,apparel,topwear,kurtas,Red,summer,2011.0,ethnic,Mother Earth Women Printed Red Kurta
36240,women,apparel,topwear,tops,Tan,summer,2012.0,ethnic,W Women Tan Kurti
4495,men,footwear,shoes,sports shoes,Black,summer,2011.0,sports,Lotto Men's Fuerzapura Black Yellow Shoe
7210,women,apparel,topwear,tshirts,White,fall,2011.0,casual,Jealous 21 Women White T-shirt
46137,women,accessories,jewellery,necklace and chains,Black,winter,2015.0,casual,Adrika Women Black Necklace
51180,men,accessories,socks,socks,Brown,summer,2016.0,casual,Raymond Men Brown Socks
16647,men,apparel,topwear,tshirts,Red,summer,2016.0,casual,Facit Men Polo Tee Red Tshirt
31859,men,accessories,watches,watches,Black,winter,2016.0,casual,Titan Edge Men Black Dial Watch
49943,men,apparel,innerwear,innerwear vests,Grey,summer,2016.0,casual,Hanes Men Grey Innerwear Vest
22472,men,apparel,topwear,shirts,Olive,summer,2011.0,casual,Timberland Men Olive Claremont Shirt
48891,women,accessories,jewellery,pendant,Silver,summer,2012.0,casual,Lucera Women Silver Pendant
28148,men,apparel,innerwear,innerwear vests,Black,summer,2016.0,casual,Jockey SPORT Men Black Innerwear Vest 9924
17795,men,footwear,flip flops,flip flops,Navy Blue,fall,2011.0,casual,Puma Men Jive Navy Blue Slippers
34517,women,footwear,flip flops,flip flops,Green,summer,2012.0,casual,ADIDAS Women Pearl Star Green Flip Flop
55520,women,personal care,makeup,foundation and primer,Skin,spring,2017.0,casual,Revlon Photo Ready Makeup 010 Caramel
8258,men,footwear,shoes,sports shoes,Orange,summer,2011.0,sports,Puma Men's Calibre Convertible Orange Shoe
31065,women,apparel,topwear,dupatta,Lavender,summer,2012.0,ethnic,Fabindia Women Kota Silk Lavender Dupatta
28974,women,apparel,apparel set,kurta sets,Blue,summer,2012.0,ethnic,Biba Women Blue & Green Printed Churidar Kurta with Dupatta
2762,men,apparel,topwear,tshirts,Black,summer,2011.0,casual,Classic Polo Men's Plane Black T-shirt
27100,women,apparel,topwear,kurtas,Blue,summer,2012.0,ethnic,Aneri Women Tamanna Blue Kurta
13335,women,apparel,topwear,tops,Pink,fall,2011.0,casual,Gini and Jony Kids Girls Printed Pink Tops
8856,men,apparel,topwear,shirts,Purple,fall,2011.0,casual,Mark Taylor Men Purple Striped Shirt
16475,men,apparel,topwear,shirts,Green,fall,2011.0,casual,Locomotive Men Check Navy Blue Shirt
22640,men,apparel,topwear,tshirts,Navy Blue,summer,2011.0,casual,Nike Men Printed Navy Blue T-shirt
46305,men,accessories,belts,belts,Charcoal,summer,2012.0,casual,ADIDAS Men Charcoal Urban Belt
23792,women,accessories,eyewear,sunglasses,Red,winter,2016.0,casual,Oakley Women Immerse Red Sunglasses
9984,men,apparel,topwear,tshirts,Green,fall,2011.0,sports,Nike Men As Value Runn Green T-Shirts
3482,men,apparel,bottomwear,track pants,Blue,summer,2011.0,sports,ADIDAS Men's Light Blue Track Pant
31257,men,apparel,topwear,tshirts,Green,summer,2012.0,casual,Puma Men Semi Graphic Green T-shirt
13107,men,apparel,topwear,tshirts,Black,fall,2011.0,sports,ADIDAS Men Cr_Ess 3s Black T-Shirts
43677,women,apparel,dress,dresses,Navy Blue,summer,2012.0,casual,French Connection Navy Blue Dress
2550,men,footwear,flip flops,flip flops,Black,fall,2010.0,casual,Numero Uno Men's Casual Black Graphic Flip Flop
58831,women,accessories,watches,watches,White,winter,2016.0,casual,FCUK Women White Dial Watch FC1012WWN
57045,women,apparel,dress,dresses,Black,summer,2012.0,casual,Elle Women Black Dress
25465,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,Nike Men Downshifter 4 MSL White Sports Shoes
11650,men,accessories,watches,watches,Black,winter,2016.0,casual,Puma Men Star Dust Black Dial Watch
14322,men,apparel,topwear,jackets,Black,fall,2011.0,sports,ADIDAS Men Solid Black Jackets
20117,women,apparel,topwear,kurtas,Pink,fall,2011.0,ethnic,Diva Women Printed Pink Kurta
57879,women,personal care,skin care,face scrub and exfoliator,Beige,spring,2017.0,casual,Biotique Women Bio Papaya Revitalizing Scrub
5775,women,apparel,topwear,tops,White,summer,2011.0,casual,Jealous 21 Women White Paris Top
45580,men,footwear,sandal,sandals,Black,summer,2013.0,casual,Arrow Men Black Sandals
36072,unisex,accessories,bags,duffel bag,Olive,winter,2012.0,casual,OTLS Unisex Olive Green Duffle Bag
39806,men,apparel,bottomwear,trousers,Black,spring,2013.0,formal,Peter England Men Black Trousers
34341,men,apparel,topwear,tshirts,Purple,summer,2012.0,casual,Myntra Men Feared Strom Drive Purple T-shirt
6594,women,apparel,topwear,tops,White,summer,2011.0,casual,Spykar Women Day Beach White Top
50604,men,apparel,innerwear,trunk,Red,summer,2016.0,casual,Chromozome Men Red Trunks
16011,men,accessories,scarves,scarves,Black,fall,2011.0,casual,Turtle Check Men Black Scarf
22224,women,apparel,topwear,tshirts,Green,fall,2011.0,casual,Little Miss Women Flower Green T-shirt
19865,women,footwear,flip flops,flip flops,Red,fall,2011.0,casual,ADIDAS Women Striped Red Flip Flops
7446,men,apparel,topwear,tshirts,Yellow,summer,2011.0,casual,Proline Men Yellow Polo T-shirt
46761,women,personal care,fragrance,perfume and body mist,Orange,spring,2017.0,casual,Giorgio Beverly Hills Women So You Perfume
27756,men,accessories,wallets,wallets,Brown,winter,2015.0,casual,Bulchee Men Brown Wallet
13563,women,footwear,shoes,casual shoes,Black,fall,2011.0,casual,Nike Black Flyclave Casual Shoe
43213,women,accessories,watches,watches,Steel,winter,2016.0,casual,Fastrack Women Steel Dial Watch
2134,men,apparel,topwear,shirts,Purple,spring,2011.0,casual,Basics Men Purple Slim Fit Checked Shirt
49729,men,accessories,ties,ties,Navy Blue,summer,2012.0,casual,Park Avenue Men Navy Blue Tie
55376,women,personal care,nails,nail polish,White,spring,2017.0,casual,Revlon Ooh La La Lilac Nail Polish 324
19059,women,apparel,topwear,kurtas,Black,fall,2011.0,ethnic,Aurelia Women Solid Black Kurta
26684,men,footwear,shoes,casual shoes,Black,summer,2012.0,casual,Puma Men Graphic Black & White Shoes
11234,women,apparel,bottomwear,jeans,Black,fall,2011.0,casual,Flying Machine Women Lowrise Black Jeans
40496,women,apparel,topwear,tops,Olive,fall,2012.0,casual,Femella Women Olive Spaghetti Top
57421,women,apparel,topwear,tshirts,Blue,summer,2015.0,casual,Angry Birds Women Blue T-shirt
36416,men,footwear,shoes,casual shoes,Black,summer,2012.0,casual,Spinn Men Abzorb X Black Shoes
52153,women,apparel,topwear,tops,Sea Green,summer,2012.0,casual,Femella Women Green Top
14746,men,apparel,topwear,shirts,White,fall,2011.0,formal,Arrow Men Stripes White Shirts
33958,women,apparel,bottomwear,leggings,Blue,summer,2012.0,casual,Femella Women Blue Leggings
53081,women,accessories,bags,clutches,Brown,summer,2012.0,casual,Rocia Women Brown Clutch
20573,women,accessories,belts,belts,Black,winter,2015.0,casual,Baggit Women Chotu Mayur Black Belt
44036,men,personal care,fragrance,perfume and body mist,Silver,spring,2017.0,casual,Dunhill Men London 50 ml Perfume
41776,women,apparel,topwear,tops,Green,summer,2012.0,casual,Remanika Women Green Top
25233,women,accessories,bags,handbags,Navy Blue,winter,2015.0,casual,Lino Perros Women Navy Blue Handbag
11006,men,accessories,watches,watches,Black,winter,2016.0,casual,Puma Men Race Luminous Black Chronograph Watch
57613,women,personal care,skin care,sunscreen,White,spring,2017.0,unknown,Lotus Herbals Safe Sun Absolute Sunscreen
1583,women,apparel,bottomwear,swimwear,Black,fall,2010.0,sports,Nabaiji Women Black Swimsuit
33356,men,footwear,shoes,formal shoes,Black,summer,2012.0,formal,Homme Men Black Semi Formal Shoes
21693,women,accessories,watches,watches,Pink,winter,2016.0,casual,Fossil Women Pink Dial Watch ES2946
52361,women,apparel,loungewear and nightwear,nightdress,Off White,winter,2015.0,casual,Red Rose Women Off White Nightdress
5123,women,apparel,topwear,tshirts,Green,summer,2011.0,casual,Wrangler Women's Photo Print Olive T-shirt
44204,women,footwear,flip flops,flip flops,Blue,winter,2012.0,casual,iPanema Women Blue Flip Flops
50436,men,apparel,innerwear,briefs,Black,summer,2016.0,casual,Chromozome Men Black Briefs
34173,boys,apparel,topwear,tshirts,Yellow,summer,2012.0,casual,Gini and Jony Boys Printed Yellow T-shirt
55978,women,personal care,lips,lipstick,Orange,summer,2019.0,casual,Colorbar Velvet Matte Obsessed Orange Lipstick 60 OR
7674,men,apparel,topwear,tshirts,Black,fall,2011.0,sports,Puma Men's Round Neck Black T-shirt
46553,men,accessories,watches,watches,Orange,winter,2016.0,casual,Timex Men Orange Dial Watch
16223,men,apparel,topwear,tshirts,Navy Blue,fall,2011.0,casual,Puma Men Rugby Navy Blue TShirt
22016,women,apparel,topwear,kurtas,Black,fall,2011.0,ethnic,BIBA Women Sequin Black Kurta
2306,women,apparel,bottomwear,capris,Black,fall,2010.0,sports,Nike Women Cuffed Black Capris
13751,men,apparel,topwear,shirts,Blue,fall,2011.0,formal,Belmonte Men Stripes Blue Shirts
12683,women,footwear,shoes,sports shoes,White,fall,2011.0,sports,Fila Women Elixir Low White Shoes
55144,women,personal care,nails,nail polish,Pink,summer,2019.0,casual,Lakme Truewear Color Crush Nail Polish 21
40039,men,apparel,topwear,tshirts,White,summer,2012.0,casual,ADIDAS Men White T-shirt
10749,unisex,footwear,flip flops,flip flops,Red,winter,2012.0,casual,Disney Unisex Kids Mickey Star Red Flip Flops
37957,men,footwear,shoes,casual shoes,Brown,fall,2012.0,casual,Clarks Men Brown Leather Loafers
36885,men,accessories,belts,belts,Brown,summer,2012.0,casual,Fossil Men Brown Justin Belt
59928,women,apparel,topwear,kurtas,White,summer,2012.0,ethnic,Diva Women White Kurta
32419,men,apparel,bottomwear,shorts,Grey,summer,2012.0,sports,ADIDAS Men Grey Shorts
56960,women,footwear,shoes,heels,Yellow,winter,2012.0,casual,HM Women Yellow Flats
29263,men,footwear,shoes,sports shoes,Black,summer,2012.0,sports,ADIDAS Men aStar Ride 4M Black Sports Shoes
51379,men,apparel,bottomwear,shorts,Grey,summer,2012.0,casual,Myntra Men Grey Shorts
12822,men,footwear,sandal,sandals,Black,fall,2011.0,casual,Puma Men Snipper Black Sandals
23759,men,accessories,eyewear,sunglasses,Brown,winter,2016.0,casual,Oakley Men Brown Sunglasses
3449,unisex,accessories,headwear,caps,Black,summer,2011.0,sports,ADIDAS Kids Unisex Pune Warriors Black Cap
6907,women,apparel,topwear,tshirts,Cream,summer,2011.0,casual,Tantra Women's Re-incarnation Cream T-shirt
18524,women,apparel,topwear,jackets,Black,fall,2011.0,casual,C Vox Women Solid 1351 Black Jacket
9173,men,apparel,bottomwear,jeans,Blue,fall,2011.0,casual,Locomotive Men Bao Blue Jeans
48254,boys,apparel,topwear,tshirts,Orange,summer,2012.0,casual,The Amazing Spiderman Boys Orange T-shirt
26825,men,apparel,bottomwear,trousers,Beige,summer,2012.0,casual,Highlander Men Beige Trousers
29051,men,apparel,topwear,tshirts,Black,summer,2012.0,casual,ADIDAS Men Urban Movement Black T-shirt
49988,men,accessories,socks,socks,White,summer,2016.0,sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks
31892,women,accessories,stoles,stoles,Pink,summer,2012.0,ethnic,Fabindia Women Pink Ekko Silk Stole
30940,women,apparel,topwear,kurtis,Off White,summer,2012.0,ethnic,Fabindia Women Printed Off White Kurti
28183,men,accessories,eyewear,sunglasses,Gold,winter,2016.0,casual,Ray-Ban Men Aviator Gold Sunglasses
8293,men,apparel,topwear,tshirts,Purple,fall,2011.0,casual,Mr.Men Men's Purple Melange T-shirt
9341,men,apparel,topwear,tshirts,White,fall,2011.0,casual,Puma Men Electro Cat White T-shirt
48066,men,apparel,bottomwear,jeans,Black,summer,2012.0,casual,French Connection Men Black Jeans
18716,women,apparel,topwear,tops,Black,fall,2011.0,casual,Arrow Woman Shanna Black Top
47812,women,accessories,bags,handbags,Red,summer,2012.0,casual,Murcia Women Red Handbag
38311,men,accessories,eyewear,sunglasses,Steel,winter,2016.0,casual,I Dee Men Steel Frame Sunglasses
15835,women,apparel,topwear,kurtas,Blue,fall,2011.0,ethnic,Visudh Blue Printed Ethnic Kurta
1910,men,apparel,topwear,tshirts,Black,fall,2010.0,sports,Nike Men's Classic Patterned T-shirt
59326,women,footwear,shoes,casual shoes,Black,summer,2012.0,casual,Gliders Women Black Shoes
15009,men,apparel,topwear,jackets,Blue,fall,2011.0,sports,ADIDAS Men Blue Jacket
45779,women,apparel,topwear,tops,Black,summer,2012.0,casual,Remanika Women Black Top
54861,women,accessories,jewellery,necklace and chains,Gold,fall,2012.0,casual,Ivory Tag Women Glinting Pearls Cream Necklace
46598,women,footwear,shoes,heels,Beige,summer,2012.0,casual,Catwalk Women Beige Heels
42904,women,accessories,belts,belts,Tan,summer,2012.0,casual,French Connection Women Tan Belt
48402,men,apparel,topwear,tshirts,Cream,summer,2012.0,casual,French Connection Men Cream Printed T-shirt
18372,men,apparel,innerwear,trunk,Black,summer,2016.0,casual,Undercolors of Benetton Men Pack of 2 Black Boxer Trunks
34984,women,apparel,saree,sarees,Cream,summer,2012.0,ethnic,Fabindia H& Printed Cream Cotton Sari
42138,men,footwear,shoes,sports shoes,Black,summer,2012.0,sports,Nike Men Black Air Dictate Sports Shoes
4806,men,apparel,topwear,tshirts,Blue,summer,2011.0,sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt
38775,men,footwear,shoes,casual shoes,Black,winter,2016.0,casual,Woodland Men Black Shoes
1548,men,footwear,shoes,sports shoes,White,fall,2010.0,sports,Puma Men's Cell Exsis Sneaker
59742,women,apparel,innerwear,briefs,Black,summer,2014.0,casual,Avirate Women Black Brief
21658,women,apparel,innerwear,bra,White,winter,2012.0,casual,Enamor White Lift Bra
53278,men,apparel,topwear,shirts,Black,summer,2012.0,casual,Locomotive Men Black Shirt
58690,women,apparel,topwear,kurtas,Green,summer,2012.0,ethnic,ALayna Women Green Kurta
45913,men,accessories,watches,watches,White,winter,2016.0,casual,Maxima Men White Dial Watch
39495,unisex,accessories,headwear,caps,Beige,summer,2012.0,casual,Wildcraft Unisex Beige Hat
53876,men,footwear,flip flops,flip flops,Green,summer,2012.0,casual,U.S. Polo Assn. Men Green Flip Flops
38547,men,footwear,shoes,casual shoes,Grey,summer,2012.0,casual,Puma Men Grey Madison Classic Shoes
24118,men,footwear,flip flops,flip flops,Turquoise Blue,fall,2011.0,casual,Playboy Men Turquoise Blue Casual Flip Flops
4208,boys,apparel,topwear,tshirts,Red,summer,2011.0,casual,Disney Kids Boy's Red Geo Team Kidswear
52198,women,accessories,jewellery,pendant,Silver,fall,2012.0,casual,Lencia Women Silver Pendant
32841,women,footwear,shoes,heels,Gold,winter,2012.0,casual,Grendha Women Jola Cigana Gold Flats
59570,men,accessories,cufflinks,cufflinks,Steel,summer,2012.0,casual,Revv Men Black and White Cufflinks
33993,women,apparel,topwear,shirts,Black,summer,2012.0,casual,Femella Women Black Shirt
24924,women,apparel,topwear,tops,Blue,summer,2012.0,casual,United Colors of Benetton Women Blue Top
47678,women,apparel,topwear,tops,Black,summer,2012.0,casual,Femella Women Black Leopard Print Top
17108,women,accessories,wallets,wallets,Tan,winter,2015.0,casual,Lino Perros Women Small Tan Wallet
29607,men,apparel,topwear,shirts,Purple,summer,2012.0,formal,Indigo Nation Men Striped Purple Shirt
3811,boys,apparel,topwear,tshirts,Red,summer,2011.0,casual,Disney Kids Boy's Pooh And Tiger Red Kidswear
35258,women,apparel,topwear,shirts,Pink,summer,2012.0,casual,Lee Women Jane Pink Striped Shirt
17934,men,apparel,bottomwear,shorts,Black,fall,2011.0,sports,Puma Men Solid Black Shorts
9517,men,apparel,topwear,shirts,White,fall,2011.0,formal,John Miller Men white brown stripe White Shirts
19092,women,apparel,topwear,kurtas,Pink,fall,2011.0,ethnic,W Women Gathered Design Pink Kurta
43822,women,accessories,jewellery,earrings,White,summer,2012.0,ethnic,Royal Diadem White Earrings
28513,men,apparel,bottomwear,shorts,Grey,summer,2012.0,sports,Nike Men Premier Knit Grey Shorts
6799,unisex,footwear,shoes,casual shoes,Yellow,summer,2011.0,casual,Converse Unisex Yellow Canvas Shoe
55947,women,personal care,nails,nail polish,Gold,spring,2017.0,casual,Colorbar Gold Dust Nail Lacquer 10
22029,women,apparel,topwear,kurtas,Green,fall,2011.0,ethnic,Vishudh Women Printed Green Kurta
2339,men,apparel,topwear,tshirts,White,fall,2010.0,casual,Reebok Men White T-shirt
34970,women,accessories,stoles,stoles,Off White,summer,2012.0,casual,Fabindia Women Off White Printed Stole
18386,men,apparel,innerwear,briefs,Blue,summer,2016.0,casual,Undercolors of Benetton Men Blue Tanga Brief
26489,men,apparel,topwear,tshirts,Black,summer,2012.0,casual,Puma Men Graphic Black T-shirt
19254,women,accessories,watches,watches,Silver,winter,2016.0,casual,Guess Women Mini Rock Candy Silver Watch
22815,men,footwear,shoes,casual shoes,Brown,summer,2012.0,casual,Woodland Men Brown Casual Shoes
49524,women,accessories,bags,clutches,Purple,summer,2012.0,casual,Rocia Women Purple Clutch
8603,unisex,footwear,sandal,sandals,Black,summer,2011.0,casual,Crocs Crocband Kids Black Sandals
39653,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,Lotto Men White Sports Shoes
11039,women,apparel,topwear,shirts,Red,fall,2011.0,casual,Jealous 21 Women Check Red Shirt
5920,women,footwear,shoes,casual shoes,White,summer,2011.0,casual,ADIDAS Women Daily White Purple Shoe
33369,women,accessories,bags,handbags,Purple,winter,2016.0,casual,Baggit Women Gumboot Camlincrush Purple Handbag
38781,men,footwear,shoes,casual shoes,Olive,summer,2016.0,casual,Woodland Men Olive Shoes
15499,women,footwear,shoes,heels,Red,spring,2013.0,formal,Carlton London Women Casual Red Stilettos
11805,women,apparel,topwear,kurtas,Green,fall,2011.0,ethnic,Vishudh Women Cotton Silk Green Kurtas
58664,women,apparel,topwear,kurtas,Black,fall,2012.0,ethnic,Alayna Women Black & Grey Kurta
52950,women,apparel,saree,sarees,Purple,fall,2012.0,ethnic,FNF Purple Sari
39461,women,apparel,topwear,kurtis,Beige,summer,2012.0,ethnic,Diva Women Printed Beige Kurta
53882,men,footwear,flip flops,flip flops,White,summer,2012.0,casual,U.S. Polo Assn. Men White Flip Flops
44835,men,apparel,topwear,tshirts,Grey,summer,2012.0,sports,Puma Men Grey Training T-shirt
36429,men,footwear,shoes,casual shoes,White,summer,2012.0,casual,Spinn Men Brash White Shoes
59584,men,accessories,cufflinks,cufflinks,Steel,summer,2012.0,casual,Revv Men Black Cufflinks
14779,men,apparel,topwear,shirts,Green,fall,2011.0,formal,Arrow Men Stripes Green Shirts
33967,women,apparel,topwear,shirts,Black,summer,2012.0,casual,Femella Women Black Top
58456,men,accessories,watches,watches,Black,winter,2016.0,casual,Fossil Men Black Dial Analogue Watch AM4381
44009,men,personal care,fragrance,perfume and body mist,Grey,spring,2017.0,casual,Police Men Titanium Wings Perfume
18988,men,apparel,topwear,tshirts,White,summer,2011.0,casual,ADIDAS Originals Men ST Logo White Tshirt
2937,women,apparel,topwear,tshirts,Peach,fall,2010.0,casual,DUSG Women's Mother & Child Bamboo Sand T-shirt
28721,women,apparel,topwear,kurtas,Beige,summer,2012.0,ethnic,W Women Printed Beige Kurta
7479,men,apparel,topwear,tshirts,Black,summer,2011.0,casual,Proline Men Black V-Neck T-shirt
